percent_population_change,percent_people_over_65,percent_african_american,percent_hispanic,percent_hs_grad,percent_bachelor,rate_homeownership,median_house_value,median_hh_income,percent_poverty,percent_vote_difference
-1.4,22.7,0.4,3.2,88.9,16.8,72.3,56400,39603,16.2,3.7
-2.9,20.4,0.6,2.1,90.2,20,72.4,101600,47654,11.7,12.2
-7.1,27.7,0.4,4.5,93.4,20.8,77.6,61800,39400,9.4,7.3
-2.2,26.9,0.3,1.3,94,13.8,74.2,86100,41892,13,3
-3.6,20.9,0.7,4.1,94.3,18,76.4,104100,45893,8,5.5
0.8,19.7,0.2,1.5,93.6,17.7,66.3,45600,44167,18.8,5
-2.2,23.7,0.7,2.2,92.8,15,80.8,57500,44950,12.1,12.6
4.9,14.2,2.7,25.9,81.9,17.1,65.3,113200,48712,13.7,5.3
0.2,17.8,0.4,2.9,93.4,24.1,77.6,113300,56065,10.1,3.4
2,24.3,0.1,2.1,92.1,15.3,77.9,75100,45920,12.1,4.5
-3.5,24.8,0.5,3.8,88.4,19.8,67.7,66100,49125,5.9,4.5
-0.2,23.8,0.3,3.3,92.9,13.8,73.3,62300,39702,15.5,6
-0.3,20.8,0.3,3.9,90.1,19,74.5,90500,44427,10.2,7.6
-1.1,29,0,1.4,95.1,24.7,85.4,63300,39327,12.8,2.4
1.4,20.2,0.4,2.4,92.4,17.8,79.4,101200,49088,10.3,16.7
-2.8,22.5,0.5,3.3,89.1,13.5,78.2,70400,44843,13.6,10.3
-0.6,16.9,6.2,10.5,87.9,12.8,74,75300,42364,13.7,10.5
2.4,18.8,0.3,5.4,91.4,26.4,73.3,96400,56466,4.9,4.7
-3,23.2,0.6,6.6,92,20.4,70,91500,41970,11.2,7.7
-1.7,28.3,0,0.6,92,17.2,81.4,80000,36923,15.5,9.3
-2.8,22.7,0.3,8.4,84.8,16.4,66.1,77900,42180,13,9.7
-2.5,23.8,0.2,2.6,89,17,72.6,74000,42230,14,9.3
5.7,12.1,3.9,6.6,93.8,36.1,60.1,148600,51574,15.2,-6.2
-1.3,17.1,1,8.3,91.5,19.4,68.6,112800,48158,11.4,10.8
-1.7,18.4,0.1,2.1,93.1,19.9,72.5,101700,44417,12.1,7.4
-6.4,24.8,0.5,2.2,93,12.6,71.7,71100,38125,25.8,3.8
-7.6,19.9,0.4,1.6,94.4,26.3,69.2,142300,54926,13.6,10
0.9,15.6,1.7,14.2,87.2,20.8,66.1,109000,46566,14.2,3.1
-1.1,18.8,0.5,4,90.7,17,72.7,85300,50859,12.6,9.7
-3.6,18.2,0.3,15,87.2,18.3,66.5,76300,43886,13.8,7.1
-4.4,20.6,0.3,2.3,88.6,13.2,75.4,67000,44286,12.6,14.8
-1,18,1.1,2.5,92.2,24.9,68.3,84400,42672,10.4,7.6
-2.9,26.2,0.2,2.5,93,13.7,76.1,52300,37594,11.1,10.2
0.4,19.9,0.6,6.8,91.9,23.2,73.1,118000,50881,10.5,8.5
-2.6,25.6,0.4,1.8,87.1,11.6,74.9,57200,37321,21.5,9.5
-2.7,21.9,0.8,3.7,91,22.3,75.1,88500,58625,5.8,4.1
0,20.1,0.5,5.3,94.2,21.7,72.1,100700,50000,9.1,6.9
-0.9,18,0.4,1.6,93.1,18.8,80.2,97000,51924,5.6,7.5
1.3,15.7,0.7,16.6,88.6,18.5,71.5,115400,51213,10.7,2.8
-2.5,20.2,0.2,3.8,93.6,20.3,74.3,95200,52848,8.3,3.2
-1.7,18.9,0.9,5.1,93.7,19.5,71.4,84200,42345,12.7,5.1
-2.8,23.8,0.3,1.9,92.4,18.8,77,62600,38582,17.2,11.9
-5.6,21.8,0.1,2.1,91.9,19.1,83,65200,43500,10,1.5
0.4,15,1.6,23,83.4,15.1,65.6,94400,44109,16.8,14
8.4,10.2,4.5,8.3,94.9,36.2,70.6,162400,69965,6.6,-5.8
0.7,17.4,0.5,2.2,93.3,24.4,79.1,147600,59870,8,7.2
-1.4,17.7,0.9,22.7,87.1,20,67.7,102600,43444,13.7,5.4
2.4,16.6,0.5,2.3,91.9,26.1,73.5,142600,59435,8.8,5.8
-3.8,23.4,0.4,4.6,89.8,22.6,69.5,65800,38548,16,4.2
-2.5,26.1,0.2,1.9,90.1,17.7,81.2,82000,41835,13.5,20.8
-0.6,21.1,0.2,4.8,91.2,27,77.4,86500,42014,9.3,0.2
-1,15,0.9,4.8,91.8,17.7,81.7,98900,51493,8.5,6.6
0,24.7,0.4,2.2,91.4,16.3,79.6,61200,44422,13.4,8.1
6.2,19.8,0.1,1.7,94.5,22.7,73.7,79200,55089,7.7,0.7
0.4,12.1,0.6,4.5,86.3,15.8,67,68500,41400,26.9,20.9
-1.3,23.9,0.2,2.2,93.9,17.8,74.7,78100,40445,15.2,7.5
0.1,16,0.8,2.5,95,28.9,78.1,169700,65409,7.7,2.8
-1.7,14.1,1.9,5.6,94,33.1,64.5,103200,52147,15,5
-4,23,0.7,4.6,91.1,17.2,79.2,67300,41045,15.5,7.9
-6.4,21.9,0,0.9,95.2,17.5,71.2,87100,38807,16,6.2
1.8,18.5,1.6,4.9,94.2,24.9,69.3,108500,49633,8.9,-2.8
-3.6,18,2.2,13.3,89.2,16.8,61.9,153300,49830,15,4.1
6.1,13.3,11.6,30.3,83.9,22.1,54.4,165000,52873,15.1,-0.3
1.1,24.5,0.9,12.2,92.7,25.7,71.8,271400,60100,10.2,0
7.8,9.2,1.5,24.2,83.2,16.4,70.1,184300,70238,8.8,-2.8
4.8,26,1.9,19.2,83.3,13.9,55.5,81400,30284,22.3,6.7
1.6,15,1.2,13.8,89.2,24.7,65.8,117400,64632,13.9,3.2
4.6,10.6,1.2,26.1,82.9,12.6,70.7,147400,59472,12.3,6
4.1,13.2,0.9,23.9,81.1,12,78.5,103300,72742,9.3,3.8
-3,19.8,3.5,7.7,82.7,16.3,62.9,140600,40143,17.3,-0.3
-0.4,19.7,1.3,15.8,84.3,16.7,70.3,133400,46137,15,6.9
-5.7,25.1,4.6,10.8,88.1,11,71.7,95500,35017,20.5,11.2
-3.8,27.9,2.7,14.4,83.3,12.3,70.9,112600,39876,18.9,12.7
-0.8,13.8,4.2,23.3,78.9,10.5,66.3,138100,52101,18,14.3
-2.4,27.8,1.6,7.8,93.9,21.5,93.8,167700,61573,11,10.7
4.4,14.6,2.6,23.5,86.9,27.3,58,203300,53040,15.1,-4.2
0,15.1,4.8,14.9,86,13.8,70.9,113800,48586,12.9,2.8
-1.4,19.2,2.2,22.8,86.4,20.1,58.1,198900,51957,16.2,-1.3
0.4,19.9,0.8,1.6,90.6,28,75.1,219900,58654,9.9,7.7
-0.9,24.5,0.5,1.4,91.9,31.2,80.6,226200,50866,10.1,0.9
-1.3,17.3,0.8,1.7,91.4,30.4,71.3,195400,55155,11.4,11.5
-4.2,21.8,0.7,1.7,85.5,17.3,71,128500,41985,13.4,28.3
0.6,18,1.1,2.2,91.6,37.7,69,212000,54912,11.2,1.7
1.1,13.9,2.6,6,90.8,35,67.4,249900,69829,8.6,-1.8
0.5,16.1,1.4,1.9,92.1,33.3,72.2,231000,65353,8.7,7.1
1.8,15.2,0.9,2.6,94.5,37.2,76.8,282100,77348,5.5,-2.2
2,13.8,1.2,2.2,91.6,31.8,65.6,220600,58825,10.5,1.9
-1.5,18.9,0.7,1.5,90.1,25.6,74.1,171700,54463,9.9,15
0.2,15.8,17.3,18.5,84.4,24.2,68.2,237400,54235,14.4,10.6
3.1,16,6.8,18.5,91.3,45.9,65.6,451400,83794,7.2,-3.6
0.2,15.6,17.5,7.5,91.9,34.6,77.8,252500,78446,5.5,1.6
-0.5,14.2,21.1,15.6,87.1,29.1,68.3,210700,61683,13,3.4
-2,23.9,5,7.3,89.1,28.7,74.6,312800,56494,10.1,8.2
0.3,13.6,21.9,29.3,77,14.3,67.1,168900,50750,17.5,20.4
1.5,12.4,41.9,22.1,83.5,32,45.9,364800,55095,16.6,-5.4
0.9,14.1,10.8,5.7,90.9,28.4,80.3,224700,74524,8.1,9.7
5.5,10.8,15.1,43.1,81.9,36.3,32.6,347200,58442,16.8,4.7
-1,15.7,2.7,6.2,94.2,47.6,84.5,404300,106143,4,-7.2
1.1,13.8,21.2,16.6,87.3,38.8,65.8,286900,73480,11.2,-2.9
3.3,13.4,11.2,19.9,88.8,40.1,66.2,330000,79596,8.5,7.3
-0.2,15.6,7.7,10.5,92.2,41.4,75.2,389900,84526,7,1.7
1.5,15.4,3.6,12.8,93.5,50,75.9,432400,98633,4.4,-8.9
1.7,21.9,3.5,8.9,89.8,25.4,81.3,268100,61136,10.4,12.3
1.4,13.1,14.8,39.6,81.9,25.6,54.3,351000,57654,16.3,5.2
-2.1,17.2,14.7,8,86,20.4,71.7,190200,59718,12.4,14
2.8,14.1,9.9,14.2,93.2,51.1,78,398800,99020,5,-10.5
-2.7,14.8,2.2,7.3,93.4,32.4,84.7,285800,87335,5.7,4.4
3.1,13,23.5,30,85.3,31.8,60.4,362300,68507,10.8,-6.2
-1.6,16,4.5,8.4,89.7,29.6,74.1,271100,70912,7.8,6.4
2,14.2,3.4,49,87.4,32.1,63.2,186800,48801,18,-11.6
-4.5,35,0.6,19.8,88.1,18.5,88.5,158900,39826,19.7,2.3
0.4,14.8,2.5,54.9,77.7,18.4,66.5,96800,39131,21.3,-1.4
0.5,14.2,1.4,37.8,79.9,10.4,72.4,83800,37237,27.6,9.6
-7.8,23.7,0.9,49,86.6,19.8,67.9,117100,37734,17.7,4
5.4,11.5,7,39.7,81.5,20.4,59.7,119600,39871,18.9,-1.6
-9.7,23.8,0.4,40.8,80.7,17.9,79.7,79200,37660,23.5,4.9
2.1,14.2,2.2,66.8,77.5,26.6,65.4,139100,37933,27,-11.9
4.8,13.9,1.9,46.4,80.9,16.7,72.9,110400,49165,12.5,2.8
-1.4,24.1,1.2,49.6,83.7,24.2,76.9,125300,37899,20.2,0.2
-4.7,17.9,2.2,79.4,79.4,11.3,80.2,88400,29071,17.5,24.8
-1.7,30.7,0.7,43,89.8,21.4,82.4,66300,34063,16.7,8.6
-6.8,19.1,1.3,57.2,78,14.1,66.4,76800,34080,24.3,6.4
8.1,10.4,4.4,55.7,71.3,13.3,70,97200,50694,15,-3.9
-3.9,26.3,1,31.5,86,23.6,78.8,156300,43014,14.7,3.1
-1.5,16.6,0.7,16.7,97,63.4,75.4,284500,106686,4.4,-29.1
-1.7,20.8,1.7,64.9,68.5,13.8,68.2,89800,29282,29.7,-1.8
3.6,10.6,1,14,73,11.2,72.6,74900,30458,35,-7.5
-5.9,22.7,1,80.6,84.1,9.5,86.9,96200,28481,19.7,20.1
2,16.4,4.2,36.5,83.7,16.6,66.3,102400,39263,21.8,-3.8
-6,23.7,1.8,44.7,81.5,13.2,79,68900,30802,21.4,4.8
-1.2,16.5,0.9,71.6,79.2,16.4,79.2,133300,40250,21.2,9.6
-1.6,12.6,2.5,40,80.4,21.1,60.6,111300,38764,25.4,-2.6
4.6,15.1,2.6,37.4,90.8,28.3,80.8,180900,58017,14.2,-6
-4.8,13.1,0.9,19.5,81.6,15.2,74.3,148700,48196,22.4,-2
-3.9,18.4,1.9,77.2,83.9,19.6,69.5,116700,28275,29.4,7.8
2.8,19.6,1.2,51.3,87,39.7,69.6,278400,52917,17,-9.5
-5.5,34,0.8,29.4,84,21.1,73.9,93900,27430,22.6,1.8
-3.1,16.8,1.3,49.3,78.7,19.4,71.9,122800,34036,25.1,0.8
0.4,22.3,0.8,56.1,87.5,29.5,72.1,204800,32637,25.3,0.6
-4.7,18,2.2,41.3,80.7,14.7,81.7,105200,31161,28.6,7.1
-5.6,19.7,2,41,77.3,17,64.4,86500,38902,11.9,2.4
-1,15.4,1.7,59.5,80.7,16.6,79.7,133600,42506,23.6,4.1
1.3,15.3,13.7,5.7,92.1,38.8,59.3,209300,59394,13,5.1
-2.5,17.1,1.3,1.6,88.3,18.9,73.3,69600,42445,16.5,11.1
3.8,11.2,43.5,54.8,69.9,18.1,19.4,374500,34388,29.8,15.3
-1.6,17.5,5.7,3.9,89.6,26.1,66.5,107900,45958,17.4,5.8
-2.1,17.1,1.5,2,87.5,17.2,71.9,81100,42603,17.9,15.5
-1.5,17.1,4.3,2.8,86.3,19.6,72,106600,51581,12.7,23.4
-2.1,18.1,2.7,7,87.4,20.7,69.1,83500,42429,19.1,11.9
-1.2,17,6.8,2.9,88.8,21.5,67.4,94300,48804,15.7,13.1
-2.1,18.9,1,2.1,86.7,17.1,75.6,90600,43941,15.5,20.3
-0.6,15.2,4.5,2.8,84.6,22.1,67.7,122900,50282,14.5,27.6
-1.5,20.9,5.2,4.5,87.2,28.2,72.4,221600,57336,9.8,8.7
-0.6,15,1.9,2.6,90.1,23.5,65.9,105700,47151,14.7,12.2
-2.9,21.9,2,3.7,86.7,19.8,74.6,133200,44470,14.2,15.3
-0.3,15.5,11.1,11.6,89.6,32.9,69.6,289400,72525,9,5.6
0.4,16.5,13.9,5.1,89.8,30.9,65.3,124300,50653,14.6,9.8
-1.8,21,3.2,3.1,87.5,23.3,72.4,146600,47380,11.9,15.7
-0.6,14.9,6.4,3.3,83.6,16.5,72.3,97100,45667,19.2,39.6
-2.6,18.1,2,2.8,85.4,14.9,69,106000,44276,16.1,19.9
-1.5,17.2,3.2,3,90.3,20.8,72.7,105000,49922,12.6,10.1
-2.5,20,6.5,5.5,86.4,20.1,74.3,183300,49655,15.1,12.5
-2.5,26.8,1,1.4,89.9,24.2,83.9,164700,51522,9.4,7.3
-1.2,18.8,1.2,2.1,88.7,20.5,70.5,92500,45047,15,21.4
2.5,12.2,6.6,7.3,88.1,20,56.1,131800,46484,15.4,14.6
4.7,12.1,35.2,19.5,78.5,30.6,29.8,557100,46085,23.2,1.9
0.5,16.6,0.9,1.7,87.6,13.6,77,107200,46840,13.5,25.1
-1,15.8,3,3.4,89.2,24.4,74.4,119300,53518,13.4,14.1
-1.5,15.9,2,2,90.3,25.9,75.5,121100,53589,11.3,11.6
0.7,15.5,16.1,8.1,89.6,35.8,65.1,136000,52394,15,-0.3
-0.9,17.7,2.7,12.6,83.3,16,67.6,101200,44156,18.7,18.1
1.4,16.4,12.6,16.1,90.2,41.5,80.5,454500,97690,6,-0.6
3.2,14.4,18.3,25.9,86,58.9,22.8,828100,69659,17.7,-31.6
-1.4,17.4,7.1,2.6,89.9,22.2,70.4,105200,47955,13.7,17.2
-0.9,17.5,6.8,5.3,86.6,22.4,67.2,110500,48729,15.9,11.7
0.2,15.3,11.7,4.6,89.9,33.1,65.4,132300,54242,14.8,5.7
1.5,17.7,2.6,4.3,91.8,31.7,73.7,138100,56479,9.5,2.5
0.9,12.6,11.8,19.4,87.7,28.7,69.2,276900,70458,12.4,9.7
-2.1,16.2,6.7,4.7,85.5,16.4,77.4,91100,48502,13.4,18
-1,14.5,1.1,2.3,86.4,17.2,72.4,93000,48051,17.4,30.3
-1.8,18.6,2.2,3.5,89.6,26.8,73.3,137900,47765,15.5,11.2
-0.3,14.8,3.2,13,92.2,38.4,83.1,372200,95117,5.8,4.1
4.1,13.6,20.8,28,80.1,30,44.2,450900,57001,15,8.7
0.2,15.2,7.3,4.5,90.3,28.6,65.7,178200,59432,13.2,12.5
1,14.6,11.9,18.1,88,29.7,68.6,441000,72569,11.9,16.5
3.9,14.8,13.1,17.1,87.5,40.4,69.9,435300,84951,13.6,-0.3
-0.5,15.3,2.5,2.2,87.1,20.4,70.8,84400,43647,19.6,28.3
2.4,15.9,1.8,2.9,93.4,37.1,71.9,230700,69826,6.5,2.2
0.7,15.6,11.3,6.6,90.4,29,67.2,166500,56061,12.7,7.2
-3.6,18.7,1.5,3.1,87.5,19.3,77.7,146000,53245,11.5,12.5
0.7,19.2,1.2,1.7,89.1,16.9,78.5,94400,46976,11.5,16.4
-1,17.4,5.4,3.1,84.8,19.2,74.5,94400,47618,12.3,18.7
-0.6,17.4,1.6,1.6,88.2,20.8,71.4,86800,47476,15.5,14.2
0.6,15.2,8.3,18.2,89.9,32.9,80,383400,87763,6.4,9.4
-2.1,16.8,9.8,14.9,84.5,20.9,65.3,172100,48089,18.2,25.3
-2.5,17.9,0.9,1.7,90.9,24.1,79.5,108400,55726,9.3,8
3,12.3,4.4,4.7,93.1,49.3,56.3,169200,51393,20.5,-10.3
-1.1,17.4,6.8,9.8,88.7,29.9,69.8,232400,58590,12.5,12.8
-1.1,19.8,1.2,2.2,90.8,28,70.8,189400,55904,10.9,8.1
-1.3,17.3,3.4,2.5,87.6,18.3,73.6,148300,52361,13.2,18.2
-1.8,16.5,3.3,4,88.7,20.9,78.7,109300,52601,11.3,11.7
2.5,15.6,16.1,23.7,87.6,45.4,61.9,518400,81946,9.5,-15.8
-2.3,15.5,6.1,3.2,86.3,14.6,75.4,100200,51100,10.5,14.3
-0.6,18.4,1,2.2,85.6,23.2,76.6,118200,49335,15.9,14
3,16.1,19.5,12.1,83,21.7,67.1,137000,43043,18.3,-2.5
0.5,18.9,5.9,4.4,79.3,11.7,77.5,121300,40637,17.2,7.3
-2.5,24.5,1.9,9.5,79.4,18.3,76.3,156100,35170,19.8,8.1
-4.4,16.4,48.6,3.5,76.3,10.2,68.6,79400,33870,24.2,15.7
-0.6,23.6,1,5.3,81.4,19.5,76.9,150900,35951,21.1,8.1
-0.1,20.3,4.4,4.7,81.5,20.4,76.1,140800,36969,18,3.6
-0.4,21.6,25.3,7.5,81.7,18.3,70.1,117000,40429,21,3.4
-5.6,19.8,61.4,1.7,72.6,10.6,75.3,79100,30768,23.4,9.4
-1.5,18.7,34.6,7.7,74.7,10.5,67.8,81800,30164,25.8,11.2
10.6,27,11.2,4.8,86.3,25.1,76.4,186600,46438,16.6,4
5.1,18.1,6.5,6.5,89,33.8,64.5,191200,44713,17.1,-4.6
-1.6,18.4,6.8,5.8,76.7,16.6,71.8,110900,37263,20,11.7
7.8,12.5,17.1,10,86.4,25.1,73.1,167800,53551,13.2,-1.8
-1.9,17.8,5.1,5,75.7,12.5,71.9,105800,34357,19.5,10.3
3.5,14.9,12.6,2.6,86.3,18.8,86.4,220200,56607,6,7.8
3.5,21.8,6.2,4.3,88.3,23.9,70.2,199200,46534,14.4,1.4
-2.7,19.6,33.5,3.6,73.2,9,71.8,98900,35315,22.6,7.5
0.1,16.2,8.9,8.9,82.3,21,71.1,133000,44332,15.2,5.3
8.2,23.6,13.1,12.8,85.8,36.4,79.9,211400,57091,12.4,-7.7
-1.1,26.7,1.6,2.8,81.9,16.7,82.1,145000,34432,17.9,6.6
-1.5,22.4,34.2,3.2,79.7,20.1,66.4,129100,34420,29,7.4
-0.1,28.2,1.1,3,86.9,20.6,80.7,154700,38828,24.3,5.7
-1,17.1,20.9,3.1,82,16.3,68,106100,38989,19.3,7.6
-2,17.7,30.5,4.9,79.2,12.2,71.5,84500,35761,25,12.8
1,17.1,21.7,7.1,87.2,21,63.6,152400,47141,16.6,1.9
2.2,10.8,37.6,11,89.2,22.7,54.8,128700,45231,17,2.2
6.1,14.9,6.1,3.7,85,18.4,80.2,223800,57159,9.8,9.6
3.5,18.7,3,6.8,91.5,30.6,70.7,293900,55481,8.8,3.5
0.7,16.8,9.4,6.8,80.4,17.6,73,134000,43083,16.3,5
0.5,19.3,6.5,6.4,85.4,24.9,80.6,162100,50139,13.4,1.8
2.4,15.8,26,21.6,71.4,10.4,67.7,87600,34433,26.3,6.1
9.1,11.1,38.6,13.4,86.9,45.1,55,180600,51853,18.5,-20.1
-2.9,16.9,57.7,4.2,79.5,10.5,62.9,80600,33960,25.2,5.3
4.2,14.4,27.1,12.6,87,31.9,64,150600,45724,18.6,-5.6
3.7,15.2,26.8,8,81.2,17.1,76.5,123300,41696,16.1,5.8
2.4,15.1,16.1,6.4,81,18,66.8,123600,42017,17.9,4
-5.1,17.8,33.2,2,83.3,11.6,79.6,150200,46592,19.6,12.2
-2.4,22.3,0.4,3.2,78.6,14.4,81.9,125700,33903,21.1,13.5
1.7,15.3,32.1,7.6,81.1,16.4,74.9,137100,49852,15.4,6
-1.3,14.8,36.6,14.7,76,11.6,69.6,88500,40853,23.3,1.4
4.9,13.8,34,7.6,87.9,33.2,61,156000,45431,18.1,-6.5
-3.1,18.3,53.2,2.7,75.8,11.8,61.8,86100,32329,27.4,6.6
10.5,11.2,21.5,11.9,84.4,18.5,68.2,132600,44625,17.2,2.5
0.7,23.7,1.2,3.7,86.1,23.1,74.4,156900,41557,16.6,11.2
4.1,24.5,3.4,9.9,87.5,27.7,74.3,185500,44815,14.1,-1.1
-1.4,17.5,59.8,3.8,77.5,15.4,63.1,84200,33406,26,10.5
9.9,8.4,34.3,12.5,84,17.2,67.9,141300,45489,22.9,7.5
-2.3,17.7,29.6,8,78.8,10.7,77.6,76400,42279,25.6,11.8
4.5,14.6,12.2,7.3,85.9,23.9,74.1,166700,50329,13.8,3.6
1.8,17.7,2.3,5.1,85,27.9,67.8,172800,36951,21.8,8.5
7.4,12.3,16,13.4,83.2,20.4,71.6,141200,49711,17.2,0.9
-0.8,21.7,31.1,4.4,83.8,11.1,69.5,97600,36213,16.7,7.3
3.1,15,20.1,19.5,80.2,20.2,69.1,131300,44819,18.9,1.1
-1.7,17.9,41,7.5,79,14,60.1,94200,35770,23.7,3.7
2,15.9,5.8,7.2,83.6,19.4,77.1,154600,48940,15.6,5.4
-0.1,18.5,4.1,5.5,80.8,13.9,71.5,101200,35297,21.9,13.6
-0.1,26.4,1.8,6.6,85.7,20.5,74,165400,37892,21.3,7.5
1.8,19.8,1.8,2.7,80.8,18.6,74.8,161700,38598,17.3,14.4
-4.3,20.6,42.9,3.6,81.5,11.9,69.9,84600,35111,23.2,4.2
10.1,10,32.2,12.7,88.8,40.7,59.5,181900,55444,15.4,-12.8
-1.7,23.4,0.7,4.6,81.3,16.9,76.5,117300,37680,18.3,4
-1.4,18.5,19,15.2,71.8,15.1,69.6,88900,31830,25.6,8
5.5,23.8,13,6.3,89.7,31.3,74.1,201600,49544,15.6,-0.5
-1.5,16.4,39.4,6.6,83.1,19.2,64.1,117300,43084,17,0.1
6.7,15.8,14.6,5.4,90.6,36.6,58.9,215200,49835,16.9,-2.8
-7.4,23,58.4,2,72.9,9.4,72.9,80000,31433,26.3,12.4
5.5,8.4,15.8,12.1,90.2,18,54.8,151700,45450,15.2,4.3
5,11.2,12.2,8.4,91,55.8,60.5,272600,55569,17.8,-18.4
-1.5,26,20.1,3.5,85.7,18.7,81.6,157500,43853,13.8,3.9
-2.1,15.5,37.3,4.7,83.7,20.1,63.7,171600,46053,18.4,14.5
7.8,17.1,16.8,6.4,86.7,21.7,77.3,155600,44524,19.3,7
0.1,24.3,24.4,2.3,83.7,18.4,77.2,170700,43709,20.2,9.1
-0.8,17.5,27.3,4.2,83,14.7,71.9,118800,42317,18,4.6
4.3,11.3,34.8,5.9,85.8,28.1,54.4,134900,40718,24.3,-2.8
-0.7,27.5,4.5,5.6,87,26.9,74.2,170200,44745,16.7,4.3
0.7,16.1,6.3,11.1,78,13.8,73.8,121900,41208,17.8,3.6
-1.9,16.1,31.4,6.4,80.1,12.4,64.4,77500,32384,25.9,12.3
0.4,13,24.7,8.1,71.5,12.5,64.9,66800,29806,31.7,24.5
-2.1,18.4,19,5.9,79,12.9,70.6,102900,38567,17.9,6.1
0.1,16.3,16.6,8.2,81,17,68.8,130200,41495,18.8,7.5
-1.8,19.5,9.9,4.1,81.6,17,71.4,108600,36334,21.5,10
1,16,27,18.4,75,12.6,69.2,89200,36496,22.8,4.3
-1.6,16.1,39.2,2.9,77.6,14.3,63.6,77100,29592,32.3,9.3
0,17.6,11.3,3.9,80.6,16,73.2,125100,42518,16.1,6.2
-2.1,19.1,4.2,2.9,81.1,13.4,80.4,118100,42703,15.8,8.1
-1,18.9,4.1,10.1,75.3,15,72.8,109900,35641,19.9,9.3
2.1,18.5,1.3,4.7,82.1,16.3,74.9,132500,36094,27.2,14
-0.1,28.5,4.1,3.2,88.4,27.6,76.3,171600,41781,14.3,3.5
-6.6,19.4,36.3,6.7,71.5,8.4,75.4,107100,34216,20.8,8.8
8.6,11.3,12.1,11,87.8,31.8,82.1,194300,65892,9.4,-1.2
-1.8,16.4,50.9,7.2,75.6,11.4,62.5,99600,34987,28,3.7
10.8,10,21.3,10,91.6,48,65.2,229000,66006,11,-14.3
-3.5,21.5,51.5,4,76.5,13.5,70.6,98300,34285,26.2,2.5
-4.9,21.1,48.7,4.8,79,11.7,72.3,89000,34936,23.7,3.4
2.9,14.2,1.9,3.5,89,37.9,54.9,228700,34293,31.3,-6.3
1.5,14.5,31.9,11.1,81.7,16.4,60.7,108600,41731,22.1,1.7
-0.7,19.9,4.5,5.8,74.2,12.5,73.9,111700,33159,22.7,8.2
0.2,16.3,39.8,10.1,78.5,17.9,60.9,111500,39204,23.2,0.6
-1.6,18.3,3.5,10.7,78.8,13.1,77.6,121100,40371,18.5,6.1
-1.1,23.5,1.2,4.9,83.2,17.9,76.9,135100,38579,20.1,15.6
1.7,25.2,0.8,1.2,93,23.2,73.5,106300,47798,9.9,4.8
0.7,20.2,1.5,1.6,89.9,26.2,70.1,87900,50274,9.3,11.3
2.6,12.2,0.1,2.2,83,11.6,64.5,52800,36491,35.8,18.4
15.1,17.8,0.6,1.8,88.9,21.6,78,108900,57083,8.4,1.6
3.4,21.3,0.7,2,88.1,20.9,76.9,84200,51667,11,12
3,19.5,0.3,4.7,89.1,20.7,77.2,115100,56964,8.2,10.5
14.1,18,0.6,2.1,87.4,17.4,67.6,77900,53693,12.4,13
11.3,14.5,1.2,1.9,93.4,33.2,71.2,172800,61811,8.2,6.9
11.5,10.8,3.7,2.4,94.6,37.2,53.4,158900,52590,13,0.4
-3.5,26.6,0.3,1.1,87.8,16.4,84.7,68700,55904,4.9,18.7
-2.6,21.9,1,3.4,86.8,23.6,72.5,76700,47359,9.7,9.6
17.4,23.1,0.7,3.9,90.6,21.8,85.2,72200,55057,8.4,14.1
24.4,14.3,0.6,3.8,90.1,17.9,82.3,104800,60500,10.1,6.8
-0.3,23.8,0.3,3.1,88.1,20.1,74.4,58800,44250,13.8,17.8
-3.6,27.6,0.1,1.1,81.6,14.4,80.9,70200,38477,14.9,11.1
0.6,22,0.3,1.2,86.4,19.6,73.8,88700,50677,11.1,18.6
8.6,18.5,0.8,2.7,91.2,18.3,72.3,83800,36100,12.4,5.1
4.9,11.2,3.5,3.8,92.5,32.6,52.6,152100,46745,16,8.8
-1.4,27.7,0,1,86.5,16.4,76.2,67200,41694,14.2,10.3
-4.2,28.7,0.4,0.8,83.4,14.8,76.3,61900,45542,7,17.8
7.4,22.9,0.6,2.3,87.2,17.3,83.1,74400,47743,10.7,10.8
-0.5,21,0.5,3.8,84,19.4,77,71500,50000,10.4,22.6
0.2,25.5,0.3,1.1,87.3,21.5,80.2,76500,53691,8.7,10.6
-2.3,27,0.3,0.9,76.9,13,84.2,58600,49076,10.1,9.8
11,19,0.3,2.6,88.4,16.3,77.5,77300,45343,14.2,19.1
-0.3,31.3,0.3,2.1,75.4,18.6,83.7,55600,36066,13.8,13
72.9,8.3,1.2,6.8,89.9,22.3,67.1,123800,64866,13.8,11.3
6.9,21.5,0.3,2.1,90.5,17.5,77.5,117000,53565,10.9,14.9
3.8,17,0.4,2.5,88.8,20.5,82.9,113600,66534,7.3,14.2
8.6,14.9,0.9,2.7,90.2,24.1,79.3,147900,60065,8.5,13.5
27.5,10.8,0.9,6.2,90.2,18.3,72.2,89400,68722,12.3,11.8
-2.6,27.9,0.6,2,89.3,21,82.7,54000,49839,7.7,17.1
0.2,18.7,0.4,2.5,87.5,16.4,86.3,98900,71250,7.4,20.3
-3.8,21.6,0.5,3.7,89,19.2,77.1,72200,49846,8.7,21.4
1.1,22.8,0.6,1.4,82.3,12.4,72.3,83100,42975,14.3,4.9
1,18.4,0.5,2.5,88.2,21,64.6,89600,48604,12.1,15.2
